date,avg_daily_rating,rating_count,review_ratio,estimated_ai_ratio,album_id
2020-01-01,3.3375157794658463,15,0.4,0.0,1001
2020-01-02,3.32932317361819,10,0.2817456165934505,0.0,1001
2020-01-03,3.2938881949346204,7,0.2061887709461802,0.0,1001
2020-01-04,3.2510884293938513,13,0.39166998655548707,0.0,1001
2020-01-05,3.3126350985403428,15,0.3489366070925672,0.0,1001
2020-01-06,3.305777308620505,13,0.29346368411030277,0.0,1001
2020-01-07,3.3466033404488056,8,0.22717804358782398,0.0,1001
2020-01-08,3.3032106535980654,12,0.4,0.0,1001
2020-01-09,3.28706352287174,7,0.25410587623821834,0.0,1001
2020-01-10,3.311983712179815,8,0.4,0.0,1001
2020-01-11,3.2575149595449906,8,0.4,0.0,1001
2020-01-12,3.178432572104469,13,0.24005630552170923,0.0,1001
2020-01-13,3.264011966752467,5,0.18568136511186645,0.0,1001
2020-01-14,3.3122334342593835,8,0.18897773422703482,0.0,1001
2020-01-15,3.273751632605037,7,0.15334650541536718,0.0,1001
2020-01-16,3.2882445425795925,9,0.28369912519544016,0.0,1001
2020-01-17,3.2870300369748753,6,0.3058757683535948,0.0,1001
2020-01-18,3.3354366775827966,14,0.21959426732661894,0.0,1001
2020-01-19,3.318579620807265,14,0.37412678804819727,0.0,1001
2020-01-20,3.250685242271378,6,0.4,0.0,1001
2020-01-21,3.283816950250318,8,0.16858749345420396,0.0,1001
2020-01-22,3.302073626817586,4,0.283698736482229,0.0,1001
2020-01-23,3.302264748216254,4,0.29354561202502316,0.0,1001
2020-01-24,3.249599253169815,5,0.273523876402541,0.0,1001
2020-01-25,3.360075983861739,15,0.29614225195337696,0.0,1001
2020-01-26,3.2909581940630193,6,0.14485755118247137,0.0,1001
2020-01-27,3.326380325744463,7,0.4,0.0,1001
2020-01-28,3.2578778022534647,7,0.26788864801403606,0.0,1001
2020-01-29,3.356651540936082,4,0.3937137982681676,0.0,1001
2020-01-30,3.2628849441183068,10,0.4,0.0,1001
2020-01-31,3.313596987669304,9,0.17065978329935225,0.0,1001
2020-02-01,3.306530719878965,9,0.3340783114246538,0.0,1001
2020-02-02,3.3151777118095214,12,0.2452901115660064,0.0,1001
2020-02-03,3.4210469257829415,7,0.2525886358565283,0.0,1001
2020-02-04,3.2794720043082797,8,0.35840702752112774,0.0,1001
2020-02-05,3.331154286675792,10,0.22188185320351353,0.0,1001
2020-02-06,3.2292733841027985,5,0.300247968779008,0.0,1001
2020-02-07,3.2618954908341613,6,0.17400524252387706,0.0,1001
2020-02-08,3.406615227713569,14,0.3382975810011349,0.0,1001
2020-02-09,3.2621194858555858,13,0.2465064573344546,0.0,1001
2020-02-10,3.2542412654813337,12,0.4,0.0,1001
2020-02-11,3.2625792829162807,7,0.2280154084820761,0.0,1001
2020-02-12,3.286298386858714,3,0.3178739231959368,0.0,1001
2020-02-13,3.277953361872855,5,0.2768510826454655,0.0,1001
2020-02-14,3.338202381991237,10,0.33981813114290016,0.0,1001
2020-02-15,3.3884393629349328,13,0.23016638705197295,0.0,1001
2020-02-16,3.408375723828108,17,0.33271659894484906,0.0,1001
2020-02-17,3.250205403706275,7,0.15686850101293304,0.0,1001
2020-02-18,3.1921552556596273,3,0.3489857887624202,0.0,1001
2020-02-19,3.2887545534075695,7,0.3830323016902061,0.0,1001
2020-02-20,3.1858327827687734,5,0.3099400615376339,0.0,1001
2020-02-21,3.280452923475885,7,0.291659732144349,0.0,1001
